name,address,city,state,neighborhood,category,google_place_id,phone,website
"The Simpson Restaurant & Bar","673 Atlantic Ave, Brooklyn, NY 11217, USA",Brooklyn,NY,"Fort Greene",lounge,ChIJ_W7cGPtbwokRXxTMC6MOvHA,,https://www.thesimpsonrestaurantbk.com/
"The Soul Spot","302 Atlantic Ave, Brooklyn, NY 11201, USA",Brooklyn,NY,"Boerum Hill",dining,ChIJua292E1awokRtj7K3ujLMLc,,http://www.soulspotrestaurant.com/
Veras,"424 Sutter Ave, Brooklyn, NY 11212, USA",Brooklyn,NY,Brownsville,dining,ChIJ0TrcQVZdwokR7Kn76029wEk,,
"Vera’s Soul Food","424 Sutter Ave, Brooklyn, NY 11212, USA",Brooklyn,NY,Brownsville,dining,ChIJ0TrcQVZdwokR7Kn76029wEk,,
"Villa Bate Alba","7001 18th Ave, Brooklyn, NY 11204, USA",Brooklyn,NY,Bensonhurst,dining,ChIJUQMFzxlFwokR2xa-9JYXW0k,"(718) 331-8430",http://www.villabate.com/
"Viva Toro","987 Grand St, Brooklyn, NY 11211, USA",Brooklyn,NY,"East Williamsburg",dining,ChIJBy8JyGBZwokRLz2DtkMIqs4,,http://www.vivatoro.com/
Woodland,"572 Fulton St, Brooklyn, NY 11217, USA",Brooklyn,NY,"Fort Greene",dining,ChIJI3zW0a5bwokRIJQ0LZGLYJ8,,https://www.woodland.nyc/
"Woodzzy Bar & Outdoor Lounge","1133 Clarkson Ave, Brooklyn, NY 11212, USA",Brooklyn,NY,"East Flatbush",nightlife,ChIJ2duKoDldwokRohdv9rtecYc,,http://woodzzybarandrestaurant.com/
"Yummys Restaurant","706 Nostrand Ave, Brooklyn, NY 11216, USA",Brooklyn,NY,"Crown Heights",dining,ChIJu876WwBbwokRbSyA2XiQNq0,,http://yummysrestaurantnyc.com/
atti.nyc,"294 Livingston St, Brooklyn, NY 11217, USA",Brooklyn,NY,"Downtown Brooklyn",dining,ChIJfxC4aXJbwokRJ-UMzxsSy-0,,http://www.attinyc.com/
bkbeso,"370 Lewis Ave, Brooklyn, NY 11233, USA",Brooklyn,NY,"Stuyvesant Heights",dining,ChIJ2QqDF3ZcwokRX0EBn3HpcjI,,http://brooklynbeso.com/
bun.haus,"194 Bedford Ave, Brooklyn, NY 11249, USA",Brooklyn,NY,Williamsburg,dining,ChIJIWAOhpRZwokRuFuh2FGtyBg,,https://bun-haus.com/?utm_source=google
chefdupreeofficial,"123 Linden Blvd Apt 9A, Brooklyn, NY 11226, USA",Brooklyn,NY,"Little Haiti",dining,ChIJ6-M37j5bwokRBD0irtup634,,https://chefdupreeofficial.wixstudio.com/breaktheplate
grottobk,"321 Nostrand Ave, Brooklyn, NY 11216, USA",Brooklyn,NY,Bedford-Stuyvesant,dining,ChIJW3zHypNbwokRdRqaCFiNE-E,,
guesthouse265,"265 Graham Ave, Brooklyn, NY 11206, USA",Brooklyn,NY,Southside,dining,ChIJP4wdOFZZwokRGUUMsXcwWv0,,http://www.guesthouse265.com/
level.restaurant,"2775 Coney Island Ave, Brooklyn, NY 11235, USA",Brooklyn,NY,Gravesend,dining,ChIJO8HZqcRFwokRDgSJh5IdCdY,,https://www.level.restaurant/
theboozery,"420 Troy Ave, Brooklyn, NY 11213, USA",Brooklyn,NY,"Crown Heights",dining,ChIJ6e64BEpbwokRCP_tsOFw9iM,,https://linktr.ee/Boozery
"Heavens Countertop","1641 Hertel Ave, Buffalo, NY 14216, USA",Buffalo,NY,"Central Park",dining,ChIJqxOlTwBt04kRNBMYBx8tMOA,,https://www.heavenscountertop.com/
"The Grub Plug","37 Chandler St Suite 306A, Buffalo, NY 14207, USA",Buffalo,NY,"Black Rock",dining,ChIJt2YXCgBt04kRQTlyq0Tnlck,,
"Forever Thai","1031 Flushing Ave, Brooklyn, NY 11237, USA",Bushwick,NY,Bushwick,dining,ChIJ-TPCipxdwokR0Nx6d8ZKzEc,,http://foreverthaibushwick.com/
"Cityview Rooftop Lounge and Event Space","2007 127th Street Rooftop, Queens, NY 11356, USA","College Point",NY,Queens,nightlife,ChIJoXKpo-OLwokRGSIKTeZ6KPs,,https://www.cityview.nyc/
"Pluto Lounge","1130 Nostrand Ave, Brooklyn, NY 11225, USA","Crown Heights",NY,"Prospect Lefferts Gardens",nightlife,ChIJKf8rZgBbwokRrP2JV1yod_E,,
Nuser-et,"Restaurant Village Four Seasons Resort شارع شاطئ - Jumeirah - Jumeirah 2 - Dubai - United Arab Emirates",Dubai,NY,"Jumeirah 2",dining,ChIJDTWrLRFCXz4RisyjvRHbD-A,,
"Bostwick's Chowder House","277 Pantigo Rd, East Hampton, NY 11937, USA","East Hampton",NY,,dining,ChIJi1QynAal6IkR3ecXPtte7vo,,http://www.bostwickschowderhouse.com/
"Grindstone Donuts","27 Race Ln, East Hampton, NY 11937, USA","East Hampton",NY,,dining,ChIJA5aost676IkRxj3ID6Z4Mnw,,https://grindstonedonuts.com/
"Sisi Restaurant","295 Three Mile Harbor Hog Creek, East Hampton, NY 11937, USA","East Hampton",NY,,dining,ChIJZXFt3Wel6IkRCZI9z3l1V0o,,https://www.ehpresort.com/sisi
"Pietro's Pizzeria East Meadow","476 E Meadow Ave, East Meadow, NY 11554, USA","East Meadow",NY,,dining,ChIJKxgEFnV-wokR28n7LgReVqs,,http://www.pietros-pizza.com/
venhuenyc,"21 Avenue B, New York, NY 10009, USA","East Village",NY,Manhattan,dining,ChIJbzLdhstZwokRXV0VHS5XSqg,,http://venhue.com/
"Oui Cocktail Lounge","1480 Flatbush Ave, Brooklyn, NY 11210, USA",Flatbush,NY,Flatbush,nightlife,ChIJKxaMcM1bwokRJHXzHJnWgZ4,,http://www.ouicocktaillounge.com/
"Ganhoo BBQ","37-02 Main St 2nd FLOOR, Flushing, NY 11354, USA",Flushing,NY,Flushing,dining,ChIJoSOOj4NhwokRRx0QN3KRprY,,http://www.ganhoobbq.com/
"Spot Dessert Bar","39-16 Prince St, Flushing, NY 11354, USA",Flushing,NY,Flushing,lounge,ChIJ76nUaA5gwokRowZVQDsb690,,http://www.spotdessertbar.com/
"The Cast Iron Pot","157-26 Northern Blvd, Flushing, NY 11354, USA",Flushing,NY,Flushing,dining,ChIJNSnLdvRhwokRU94Wp_zxdo0,,https://castironpotbbq.com/
"Mighty Quinn's BBQ","108-22 Queens Blvd, Forest Hills, NY 11375, USA","Forest Hills",NY,"Forest Hills",dining,ChIJRZSiM0FfwokRU2XnIRSBc2I,"(718) 374-3714",https://www.mightyquinnsbbq.com/
"Bleu Island Restaurant","103 Woodcleft Ave, Freeport, NY 11520, USA",Freeport,NY,,dining,ChIJVQtJnLh7wokR19_gFPEV6bI,,http://www.bleuislandrestaurant.com/
"Slices on the Mile","281 Woodcleft Ave, Freeport, NY 11520, USA",Freeport,NY,,dining,ChIJC9jLQgN7wokRmLY5eDkzu6g,,
"King Bar by David Burke","45 7th St, Garden City, NY 11530, USA","Garden City",NY,,lounge,ChIJ12a3veZ9wokRF0FbhVCN2Io,,https://www.opentable.com/r/king-bar-garden-city
"The Red Salt Room","45 7th St, Garden City, NY 11530, USA","Garden City",NY,,dining,ChIJa_yyXDh9wokRSlZmp0GYc6M,,https://www.gardencityhotel.com/dining/red-salt-room/?utm_source=google&utm_medium=organic&utm_campaign=business_listing
"The Rose Room","45 7th St, Garden City, NY 11530, USA","Garden City",NY,,nightlife,ChIJqXSpp_R9wokRbuxgGvVmdqk,,https://www.gardencityhotel.com/dining/rose-room
"Greek Kitchen","912 Manhattan Ave, Brooklyn, NY 11222, USA",Greenpoint,NY,Greenpoint,dining,ChIJa_JtZvxZwokRkxPOLitzI4w,,https://greekkitchen.nyc/
"Baked Cravings","1673 Lexington Ave, New York, NY 10029, USA",Harlem,NY,Manhattan,dining,ChIJI7Fh2wL2wokRt0S8vgjwuBo,,http://bakedcravings.com/
"Jacob Soul Food Restaurant","373 Malcolm X Blvd, New York, NY 10027, USA",Harlem,NY,Manhattan,dining,ChIJnxjnEHP2wokR-Dgf5gfBf50,,http://www.jacobrestaurant.com/
"Lighthouse Fish Market","2449 Frederick Douglass Blvd, New York, NY 10027, USA",Harlem,NY,Manhattan,dining,ChIJiVW74m32wokR4JB1zuJM9XU,,https://www.lighthousefishmarket.com/
"Little Street Lounge","126 Hamilton Pl, New York, NY 10031, USA",Harlem,NY,Manhattan,lounge,ChIJq4InmWT2wokR2kl2fIMhQek,,https://order.online/business/little-street-lounge-11640525
"Mama Pearl's Kitchen","2347 2nd Ave, New York, NY 10035, USA",Harlem,NY,Manhattan,dining,ChIJBRdKguL1wokRbklpd9F6Ar0,,
Panda,"2331 12th Ave, New York, NY 10027, USA",Harlem,NY,Manhattan,dining,ChIJUdrnWUb3wokROEn6VyMo5QM,,https://www.pandaharlem.com/
"Positive Vibes Cafe","283 Pleasant Ave, New York, NY 10029, USA",Harlem,NY,Manhattan,dining,ChIJ24V7r_31wokR-S71l2zqrwc,,
"Soul Food Restaurant","328 Malcolm X Blvd, New York, NY 10027, USA",Harlem,NY,Manhattan,dining,ChIJb8Xw0wz2wokRXhp1-HSLvkI,,http://www.sylviasrestaurant.com/
"Soul Food in Harlem","373 Malcolm X Blvd, New York, NY 10027, USA",Harlem,NY,Manhattan,dining,ChIJnxjnEHP2wokR-Dgf5gfBf50,,http://www.jacobrestaurant.com/
"Sylvia’s","328 Malcolm X Blvd, New York, NY 10027, USA",Harlem,NY,Manhattan,dining,ChIJb8Xw0wz2wokRXhp1-HSLvkI,,http://www.sylviasrestaurant.com/
"The Best SoulFood In Harlem","328 Malcolm X Blvd, New York, NY 10027, USA",Harlem,NY,Manhattan,dining,ChIJb8Xw0wz2wokRXhp1-HSLvkI,,http://www.sylviasrestaurant.com/
"Lounge on Long Island","273 Fulton Ave, Hempstead, NY 11550, USA",Hempstead,NY,,nightlife,ChIJE3ZYsB59wokRXCispkjW3GY,,
"Tikka Charcoal Grill","200 N Broadway, Hicksville, NY 11801, USA",Hicksville,NY,"",dining,ChIJ7xoNN8uBwokR-8iv8PKBiqQ,"(516) 548-7180",https://rikkalongisland.com/?utm_source=google
"Aloha Krab","204-13 Hillside Ave., Hollis, NY 11423, USA",Hollis,NY,Hollis,dining,ChIJ08pY995hwokR5lkGpxYrnZ4,,https://order.mealkeyway.com/customer/release/index?mid=6a694b7271714d38504b6f6c64764a4b336f6b7058773d3d#/main
Fabrika,"80-24 Northern Blvd, Jackson Heights, NY 11372, USA","Jackson Heights",NY,"Jackson Heights",dining,ChIJF-Yh-hNfwokRNge04jMeKcE,,https://www.fabrikany.com/
"Bora Bora","90-28 Sutphin Blvd, Jamaica, NY 11435, USA",Jamaica,NY,Jamaica,dining,ChIJqWYRP65hwokRFKuz6K9O3SY,,https://boraborasmoothiecafe.com/
"Lovell’s Guiding Light","148-33 Hillside Ave., Jamaica, NY 11435, USA",Jamaica,NY,Jamaica,nightlife,ChIJnzAZQcNgwokRs2JCmYHtiJo,,https://lovellslounge.com/
"Space Ping Pong NYC","22 W 32nd St Floor 8, New York, NY 10001, USA",Koreatown,NY,Manhattan,nightlife,ChIJg-2FNvZZwokRBhEQ0ECMjMg,,https://spacepingpong.com/
"Chocolate Dip","177 Orchard St, New York, NY 10002, USA",LES,NY,Manhattan,dining,ChIJp_bEsd1ZwokRa_S_uHz28UI,,http://www.chocolatedip.net/
"Blue Seafood Restaurant Bar","222-02 Merrick Blvd, Queens, NY 11413, USA",Laurelton,NY,Laurelton,lounge,ChIJS9H1S5RlwokRIgPfSFbw6NA,,https://www.bluseafoodrestaurant.com/
"Pin𝐤 𝐋𝕖๓Ỗภ𝓪𝓭ｅ Lounge","249B E India Dock Rd, London E14 0EG, UK",London,NY,,nightlife,ChIJP0YEGegDdkgRiPtHYEyp6v0,,
"Pin𝐤 𝐋𝕖๓Ỗภ𝓪𝓭𝓮 Lounge","249B E India Dock Rd, London E14 0EG, UK",London,NY,,nightlife,ChIJP0YEGegDdkgRiPtHYEyp6v0,,
"Pin𝐤 𝐋𝕖๕Ỗภ𝓪𝓭𝓮","14 Wades Hill, London N21 1BG, UK",London,NY,,nightlife,ChIJdxfIr80ZdkgR5e6eeCUkcPA,,
"Pin𝐤 𝐋𝕖๕Ỗภ𝓪𝓭𝓮 Lounge","249B E India Dock Rd, London E14 0EG, UK",London,NY,,nightlife,ChIJP0YEGegDdkgRiPtHYEyp6v0,,
nightmareonbeechst,"The Queen Mary, 1126 Queens Hwy, Long Beach, CA 90802, USA","Long Beach",NY,"Queensway Bay",dining,ChIJ9XIK5Jgx3YAR2iVuYe0hDgg,,https://darkharborhalloween.com/
"Angie's Soul House","140 NY-109, West Babylon, NY 11704, USA","Long Island",NY,,dining,ChIJE23uqOMt6IkRidPrPCHKd1o,,http://www.angiessoulhouse.com/
Brasas,"673 Franklin Ave, Franklin Square, NY 11010, USA","Long Island",NY,,dining,ChIJlToKWWxjwokRrkBW1sg_AFM,,
"Brooklyn Wing House","2441 Jericho Tpke, Garden City Park, NY 11040, USA","Long Island",NY,,dining,ChIJHZmyFOtjwokRESCbrXOWVKE,,https://www.brooklynwinghouse.online/
"Harmony Vineyards","169 Harbor Rd, St James, NY 11780, USA","Long Island",NY,,dining,ChIJrdXMP8s-6IkRHn9rLEgjG2g,,https://www.harmonyvineyards.com/
"Juniper at the Vanderbilt","990 Corporate Dr, Westbury, NY 11590, USA","Long Island",NY,,dining,ChIJRxxFKcB9wokRIZvERNlU5a4,,https://www.juniperlongisland.com/
"Sexy Crab","3345 Hempstead Tpke, Levittown, NY 11756, USA","Long Island",NY,,dining,ChIJx7qMSS6BwokR4MifV4k10M4,,https://sexycrabny.com/
"Soul Food Spot","140 NY-109, West Babylon, NY 11704, USA","Long Island",NY,,dining,ChIJE23uqOMt6IkRidPrPCHKd1o,,http://www.angiessoulhouse.com/
"The Cook's Studio","10 Wall St, Huntington, NY 11743, USA","Long Island",NY,,dining,ChIJU2AS6ccp6IkRrh-2SQUjYs8,"(631) 896-1315",https://thecooksstudio.com/
"The Monster Crab","173 Morris Ave, Holtsville, NY 11742, USA","Long Island",NY,,dining,ChIJraWSAmlH6IkRXm9zC-Lmj1I,,http://themonstercrab.com/
"The Sunset Club at Tappen","494 Prospect Ave, Sea Cliff, NY 11579, USA","Long Island",NY,,lounge,ChIJFU45_1WFwokR7UXbRXraGXY,,http://thesunsetclub.fun/
jadeeatery,"1 Station Square #2, Forest Hills, NY 11375, USA","Long Island",NY,"Forest Hills",dining,ChIJw7N1GyFewokRqiBS32i7kJM,,https://www.jadeeatery.com/
Kakes,"10-43 44th Dr, Long Island City, NY 11101, USA","Long Island City",NY,"Long Island City",dining,ChIJ3ymk_i1ZwokRCmOt8q7NUqw,,http://www.kakes.nyc/
"Record Room","47-09 Center Blvd, Long Island City, NY 11109, USA","Long Island City",NY,"Long Island City",nightlife,ChIJs9zFrSlZwokRaqr9sgbQ-7Y,,https://www.recordroomlic.com/
extrabutter,"22-03 Jackson Ave, Long Island City, NY 11101, USA","Long Island City",NY,"Long Island City",dining,ChIJmyP6xmNZwokRoI1KPPrc-qg,,http://extrabutterny.com/
theinfamouslic,"22-01 Jackson Ave, Long Island City, NY 11101, USA","Long Island City",NY,"Long Island City",nightlife,ChIJxfjfELFZwokRG9ph1Hy6gpI,,https://infamousbar.com/
"Ralph’s Coffee","1970 Northern Blvd, Manhasset, NY 11030, USA",Manhasset,NY,,dining,ChIJax32S2CJwokRDwftL4pOm_o,,https://www.ralphlauren.global/bo/en/ralphs-coffee-locations/70702258?srsltid=AfmBOopMvFTGtelH8_GLENyYpXiPL_N79KAdV6QA65-RILzyzBm12u-5&y_source=1_MTAwNTk3NDQ5MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
"12 Matcha","54 Bond St, New York, NY 10012, USA",Manhattan,NY,Manhattan,dining,ChIJYQM4uYJZwokRtU7IAZdSHZ0,,https://12matcha.com/
1803,"82 Reade St, New York, NY 10007, USA",Manhattan,NY,Manhattan,dining,ChIJ0yKXaB9awokR6WFqdEE9aBY,,https://1803nyc.com/
"1803 NYC","82 Reade St, New York, NY 10007, USA",Manhattan,NY,Manhattan,dining,ChIJ0yKXaB9awokR6WFqdEE9aBY,,https://1803nyc.com/
"2 Floors NYC Nightclub","168 Delancey St, New York, NY 10002, USA",Manhattan,NY,Manhattan,nightlife,ChIJC5CfUYBZwokR-EDRy1grj50,,https://www.thedelancey.com/
"21 Greenpoint","21 Greenpoint Ave, Brooklyn, NY 11222, USA",Manhattan,NY,Greenpoint,dining,ChIJp4jIhmpZwokRabZfKVJPoBY,,http://www.21greenpoint.com/
"230 Fifth","1150 Broadway, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJ_1oyZaZZwokR1c-HIVJ3xzo,,http://www.230-fifth.com/
"230 Fifth Rooftop","1150 Broadway, New York, NY 10001, USA",Manhattan,NY,Manhattan,nightlife,ChIJ_1oyZaZZwokR1c-HIVJ3xzo,,http://www.230-fifth.com/
"2331 12th Avenue","2331 12th Ave, New York, NY 10027, USA",Manhattan,NY,Manhattan,dining,ChIJUdrnWUb3wokROEn6VyMo5QM,,https://www.pandaharlem.com/
"318 Lafayette","318 Lafayette St, New York, NY 10012, USA",Manhattan,NY,Manhattan,dining,ChIJmf9Tj49ZwokR7JUYjhIW6mc,,https://www.winsupplyusa.com/
"420 Bar Lounge","420 W 203rd St, New York, NY 10034, USA",Manhattan,NY,Manhattan,lounge,ChIJhcJN3sn1wokR0cb1UfxrGvQ,,http://www.420barlounge.com/
"53 Restaurant","53 W 53rd St, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJQ2rWiydZwokRKb1IcXrXZ-E,,https://53-nyc.com/?utm_source=GoogleBusinessProfile&utm_medium=organic_search&utm_campaign=MapLabs
"A Hidden Gem","122 E 57th St, New York, NY 10022, USA",Manhattan,NY,Manhattan,nightlife,ChIJGaiaEONYwokR68EFhU8zSNc,,
"A.R.T Nomad","11 E 31st St Rooftop, New York, NY 10016, USA",Manhattan,NY,Manhattan,dining,ChIJfye6gE5ZwokR6cZMN4FS5Zs,,http://artrooftops.com/location/nomad/
"Aakosha Bentley","711 11th Ave, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJNchyAFBYwokRcRqmLS5TVw4,,https://www.bentleymanhattan.com/
Ainsworth,"45 E 33rd St, New York, NY 10016, USA",Manhattan,NY,Manhattan,dining,ChIJR280jgdZwokRDqnAEZcHOms,"(212) 518-7598",http://www.theainsworth.com/midtown
"Ainsworth NYC","45 E 33rd St, New York, NY 10016, USA",Manhattan,NY,Manhattan,dining,ChIJR280jgdZwokRDqnAEZcHOms,"(212) 518-7598",http://www.theainsworth.com/midtown
Aitana,"1227 Broadway 4th Floor, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJmwOcjgRZwokRIOg3x6ApoaQ,,https://www.aitananyc.com/
"Aliya Cocktail Den at Hotel Indigo","500 Metropolitan Ave 4th Floor, Brooklyn, NY 11211, USA",Manhattan,NY,Williamsburg,dining,ChIJT-SGXwBZwokRnr4dusxWmFE,,https://aliyabklyn.com/
"Alpha Astoria","40-06 Astoria Blvd S, Astoria, NY 11103, USA",Manhattan,NY,Astoria,dining,ChIJCdBkPGpfwokRD2Njh95sZTE,,https://www.instagram.com/alphaastoria?igsh=MWtxbHFha3oxNmJqeQ%3D%3D&utm_source=qr
Ambra,"569 Hudson St, New York, NY 10014, USA",Manhattan,NY,Manhattan,dining,ChIJW0-RNpdZwokRQYkOS0HTtwM,,https://www.ambranyc.com/
"Amy Ruth's","113 W 116th St, New York, NY 10026, USA",Manhattan,NY,Manhattan,dining,ChIJ7V-ZqxH2wokRwaES4IMqwQU,,http://amyruths.com/
"Angelina’s","1050 6th Ave, New York, NY 10018, USA",Manhattan,NY,Manhattan,dining,ChIJd19uAMhZwokRmdYBmRJJ08s,,http://www.angelinaparisusa.com/
AnnTremet,"47 8th Ave, New York, NY 10014, USA",Manhattan,NY,Manhattan,dining,ChIJlfh_8ATxwokRE55n0VKBcho,,http://anntremet.com/
AperiBar,"LUMA Hotel Times Square, 120 W 41st St, New York, NY 10036, USA",Manhattan,NY,Manhattan,dining,ChIJZTInQIhZwokR8GBPDoHJMok,,https://www.aperibar.com/
"Aperol Spritz Bar","LUMA Hotel Times Square, 120 W 41st St, New York, NY 10036, USA",Manhattan,NY,Manhattan,nightlife,ChIJZTInQIhZwokR8GBPDoHJMok,,https://www.aperibar.com/
"Apotheke Nomad","9 W 26th St, New York, NY 10010, USA",Manhattan,NY,Manhattan,dining,ChIJWcQmlIBZwokRPteRmC-aEkc,,http://www.apothekemixology.com/
"Aqua Boil","750 9th Ave, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJyR90JKxZwokRZc9iRIEIs3w,,http://www.aquaboilnyc.com/
"Aqua Boil NYC","750 9th Ave, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJyR90JKxZwokRZc9iRIEIs3w,,http://www.aquaboilnyc.com/
Aquarelle,"47 Avenue B, New York, NY 10009, USA",Manhattan,NY,Manhattan,dining,ChIJsSGRfXhZwokROD3euzl_76s,,http://www.aquarellenyc.com/
"Arlo Nomad Diner","11 E 31st St, New York, NY 10016, USA",Manhattan,NY,Manhattan,dining,ChIJ43ZqI6hZwokRvRkqt18p6DQ,,http://www.nomaddinernyc.com/
"Arlo Nomad Rooftop","11 E 31st St Rooftop, New York, NY 10016, USA",Manhattan,NY,Manhattan,dining,ChIJfye6gE5ZwokR6cZMN4FS5Zs,,http://artrooftops.com/location/nomad/
Artesano,"90 Chambers St Unit A, New York, NY 10007, USA",Manhattan,NY,,dining,ChIJv3vgwFZbwokRwP07bRgRYdM,,http://artesanorestaurant.com/
"Artisano Peruvian Cuisine","90 Chambers St Unit A, New York, NY 10007, USA",Manhattan,NY,Manhattan,dining,ChIJv3vgwFZbwokRwP07bRgRYdM,,http://artesanorestaurant.com/
"Atlantic Restaurant","50 W 65th St At, Lincoln Center Plaza, New York, NY 10023, USA",Manhattan,NY,Manhattan,dining,ChIJc7qSn_VYwokR5FIdcd4KPG4,"(212) 362-7800",http://www.atlanticgrill.com/
"Atomo Beanless Coffee","106 W 45th St, New York, NY 10036, USA",Manhattan,NY,,dining,ChIJUfk89QNZwokRjzQ5y6vjx8I,,http://www.gumptioncoffee.com/
"Au Cheval","33 Cortlandt Alley, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJt_HATrRbwokREfGhs1PnzwQ,,https://www.auchevaldiner.com/nyc/home
"Aunt Jake's","1555 2nd Ave, New York, NY 10028, USA",Manhattan,NY,Manhattan,dining,ChIJKffayQBZwokRbiyJa4TZAIw,"(917) 261-5040",https://auntjakesnyc.com/
"Aura 57","130 E 57th St, New York, NY 10022, USA",Manhattan,NY,Manhattan,nightlife,ChIJr2gQ2etZwokRiPnU05lVCrs,,https://www.aura57nyc.com/
"Avant Garden","95 Avenue A, New York, NY 10009, USA",Manhattan,NY,Manhattan,dining,ChIJhesNT51ZwokRqIACbMxk2BQ,,https://www.overthrowhospitality.com/
"Awesome Hibachi","24-26 47th St, Astoria, NY 11103, USA",Manhattan,NY,Astoria,dining,ChIJ3WMKXPqHmYMRulLABqTavuU,,https://awesomehibachi.com/
Ayza,"11 W 31st St, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJNw7LkqhZwokRwNMxjPkQ8Ts,,https://ayzanyc.com/
"Ayza Wine & Chocolate Bar","11 W 31st St, New York, NY 10001, USA",Manhattan,NY,Manhattan,lounge,ChIJNw7LkqhZwokRwNMxjPkQ8Ts,,https://ayzanyc.com/
"Ayzan NYC","11 W 31st St, New York, NY 10001, USA",Manhattan,NY,Manhattan,dining,ChIJNw7LkqhZwokRwNMxjPkQ8Ts,,https://ayzanyc.com/
"Azul On The Rooftop","525 Greenwich St, New York, NY 10013, USA",Manhattan,NY,Manhattan,dining,ChIJa-4UA_NZwokREtU5qBdnMKg,,https://www.hotelhugony.com/food-and-drink#bar
"BLVD Bistro","2149 Frederick Douglass Blvd, New York, NY 10026, USA",Manhattan,NY,Manhattan,dining,ChIJd9WGjg32wokRD-tzqpGQTSY,,http://boulevardbistrony.com/
"Baby Grand","29 W 17th St, New York, NY 10011, USA",Manhattan,NY,Manhattan,nightlife,ChIJi1H-9VVZwokRSNPPmCe7hiM,"(646) 398-9992",http://www.babygrandnyc.com/
"Baby Grand LES","187 Orchard St, New York, NY 10002, USA",Manhattan,NY,Manhattan,nightlife,ChIJ5y-ssHRZwokR8DnLhCn_vJ8,"(646) 454-0050",https://babygrandnyc.com/
"Baccarat Hotel","28 W 53rd St, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJi0E5YvlYwokRp4w4kH4Av-A,,https://www.baccarathotels.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp
"Baccarat Hotel New York","28 W 53rd St, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJi0E5YvlYwokRp4w4kH4Av-A,,https://www.baccarathotels.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp
Backstage,"105 W 55th St, New York, NY 10019, USA",Manhattan,NY,Manhattan,nightlife,ChIJ-VYrgo1ZwokRP0Cg6qdNZ8o,,https://thebackstagenyc.com/
"Baires Grill","350 W 50th St, New York, NY 10019, USA",Manhattan,NY,Manhattan,dining,ChIJd4bXK-xZwokRsYyD4y7IMMA,,https://www.bairesgrill.com/
"Baji Baji","145 1st Ave, New York, NY 10003, USA",Manhattan,NY,Manhattan,dining,ChIJC6z-ENlZwokRQL-J6xczEBw,,https://bajibaji.getsauce.com/
"Bar Après","30 Water St, New York, NY 10004, USA",Manhattan,NY,Manhattan,nightlife,ChIJIRiJaRRawokR2KyQ984qa-o,,https://thedeadrabbit.com/?utm_source=google_business_profile&utm_medium=gbp_view_website&utm_campaign=google_business_profile
"Bar Blondeau","80 Wythe Ave 6th Floor, Brooklyn, NY 11249, USA",Manhattan,NY,Williamsburg,lounge,ChIJvz7ih4RZwokR2T3AC5NtWrY,,https://www.barblondeau.com/
"Bar Calico","23 Lexington Ave 2nd floor, New York, NY 10010, USA",Manhattan,NY,Manhattan,lounge,ChIJlTFBjXZZwokRnbuW1LhdX4Y,,https://barcaliconyc.com/
"Bar Cima","30 W 39th St, New York, NY 10018, USA",Manhattan,NY,Manhattan,lounge,ChIJe3KOb6pZwokRGHhrP2gdfMk,,https://www.barcimanyc.com/
"Bar Primi","325 Bowery, New York, NY 10003, USA",Manhattan,NY,Manhattan,lounge,ChIJSW8U34RZwokR-UhuJkjLDvk,,https://www.barprimi.com/bowery
"Bar Sprezzatura","251 W 48th St, New York, NY 10036, USA",Manhattan,NY,Manhattan,lounge,ChIJNVkbEwBZwokRcQJBrkU_Wuo,,https://www.barsprezzaturanyc.com/
"Bartley Dunne's","160 W 54th St, New York, NY 10019, USA",Manhattan,NY,Manhattan,nightlife,ChIJOT172pJZwokRrp291yOIT_w,,https://bartleydunnesnyc.com/
"Basquiat Bar","Javastraat 88-90, 1094 LN Amsterdam, Netherlands",Manhattan,NY,Amsterdam-Oost,nightlife,ChIJ29HIP20JxkcR5fR0alvUGz0,,http://www.barbasquiat.nl/
"Bateaux Dinner Cruise","Chelsea Piers Pier 61, New York, NY 10011, USA",Manhattan,NY,Manhattan,dining,ChIJeSRQJLtZwokRX_b4Us3l72c,"(212) 727-2789",https://www.cityexperiences.com/new-york/city-cruises/?pageNo=1&query=&sortBy=prodv3_ce_experiences_weightScaled_desc&city=New%20York%20City&country=&&brandTag=&webCategoriesMain=&durationTiming=&priceMin=&priceMax=&dateMin=&dateMax=&hierarchical.lvl0=&showPriceWithFees=false&showSpecialOffers=false&utm_source=google&utm_medium=organic&utm_campaign=nyc-pier-61-south-google-business
